Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
STORE BLOCK BUILDING,177 MAIN STREET,NEWPORT,VT,05855,ORLEANS,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:98081",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:5630,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039062411,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.935566 -72.209564
URBAN RESERVE,2 LAKE STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:12963",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:11654,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039542359,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.47592 -73.213234
ALCARO MOTORS,239 WEST MAIN STREET,BENNINGTON,VT,05201,BENNINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:107621",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:7849,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040218635,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.879421 -73.199821
73-75 SHERMAN STREET,73-75 SHERMAN STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:111510",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:3359,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040822143,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.481991 -73.21875
MALMQUIST MILLS,ROUTE 113 & BARKER ROAD,THETFORD,VT,05058,ORANGE,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:108541",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:17021,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040479103,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.882328 -72.2625
POWNAL DAM,DEAN ROAD AND VT ROUTE 346,POWNAL,VT,05261,BENNINGTON ,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:107642",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:6768,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040402463,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.795433 -73.263445
HAVILAND SHADE ROLLER MILL AND ANNEX,1-2 CANAL STREET,VERGENNES,VT,05491,ADDISON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:63582",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:21962,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042238227,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.165841 -73.256663
FORMER LYNDONVILLE RAILYARD PROPERTIES - PARCEL I,CHURCH STREET,LYNDONVILLE,VT,05851,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:113164",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:19013,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043082213,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.539039 -72.000183
ATLANTIC AVIATION,1130 AIRPORT DRIVE,SOUTH BURLINGTON,VT,05403,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:140921",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:3228,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046368925,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.464571 -73.152962
118 ELLIOT STREET,118 ELLIOT STREET,BRATTLEBORO,VT,05301,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:139212",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:23823,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046368453,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.851312 -72.560698
75 AND 79 S MAIN ST,75 AND 79 S MAIN ST,WHITING,VT,05778,ADDISON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:139746",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:5465,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046368569,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.858531 -73.201251
27 BRIGHT STREET,27 BRIGHT STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:162261",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:10075,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055377382,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.48849 -73.208682
WINDSOR TECHNOLOGY PARK,7 EVERETT LANE,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:41741",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:12070,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060601889,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.48324 -72.38467
RUTLAND COUNTY PARENT CHILD CENTER,16 CHAPLIN AVENUE,RUTLAND,VT,05701,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:234261",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:4768,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070100689,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.5940816 -72.9680633
RUTLAND PLYWOOD,98 RIPLEY ROAD,RUTLAND,VT,05701,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:215041",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:33972,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070069018,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6024702 -73.0045669
MYERS MEMORIAL POOL,40 PINE STREET,WINOOSKI,VT,05404,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:236527",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:7044,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070234962,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4985132 -73.191136
JACOB PARCEL,ESSEX ROAD,WILLISTON,VT,05495,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:235405",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:6538,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070149263,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4655433 -73.1129131
20 BRIDGE STREET,20 BRIDGE STREET,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:235802",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:13080,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070225904,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.474525 -72.387314
14 STEBBINS STREET,14 STEBBINS STREET,SAINT ALBANS CITY,VT,05478,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:236100",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:36231,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070209892,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.8090285 -73.0853181
CHAFFEE'S GENERAL STORE,842 MAIN STREET,ALBANY,VT,05820,ORLEANS,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:236559",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:14252,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247662,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.7309442 -72.380058
MERCHANTS BANK/HARDWICK TRUST,21 MILL STREET,HARDWICK,VT,05843,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:238689",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:13329,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070675630,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.5045355 -72.3656161
PACKARD COURT - 30 PROSPECT STREET,30 PROSPECT STREET,SAINT JOHNSBURY,VT,05819,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:240273",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:17713,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070813713,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.41967 -72.019943
ENOSBURGH ARMORY,134 PEARL STREET,ENOSBURG FALLS,VT,05450,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:246010",,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071090596,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.9052999796836 -72.809070010115
GREEN ACRES,SOUTH RIVER RD.,PUTNEY,VT,05346,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:251343",,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071194938,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.9791761809675 -72.4772407422902
11 RIVER ST. WINDSOR,11 RIVER ST.,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:251889",,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071262511,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.4792820147608 -72.3857480252095
WOLCOTT TOWN FOREST PARCEL 1,853 EAST ELMORE RD ,WOLCOTT,VT,05680,,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:256573",,,,,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.534687006164 -72.455541031647
37 MAIN STREET,37 MAIN STREET,SAXTONS RIVER,VT,05154,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:218787",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:3781,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069442437,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.138543 -72.5088946
CITY CENTER MALL,49 CHURCH STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:229124",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:20671,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070057664,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4787492 -73.2144358
CALEDONIA SPIRITS,BARRE STREET,MONTPELIER,VT,05602,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:233482",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:20723,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070081571,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.2502870526998 -72.5660058232483
FORMER GROSSMAN'S PROPERTY,260 RIVER STREET,MONTPELIER,VT,05602,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:234221",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:29507,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070100688,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.247936 -72.549713
REFORMER BUILDING,62 BLACK MOUNTAIN ROAD,BRATTLEBORO,VT,05301,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:218081",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:4690,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070149035,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.88062 -72.5621199
LYNDA LEE,10 CLEVELAND AVE.,RUTLAND CITY,VT,05701,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:235261",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:34047,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070209965,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6082146 -72.987524
BARTON MOTOR COMPANY SALES LOT,MAIN STREET,BARTON,VT,05822,ORLEANS,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:94902",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:18816,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039063321,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.751097 -72.180089
CHESAPEAKE MILL,301 VT ROUTE 125,HANCOCK,VT,05748,ADDISON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:12496",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:21520,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039529640,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.927525 -72.847094
STACEY/CN RAILROAD,80 MAIN ST,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:14426",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:31251,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039530102,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.4826125 -72.3853305
PROCTORSVILLE VILLAGE PROPERTY,VILLAGE GREEN ROAD,CAVENDISH,VT,05153,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:27641",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:4451,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038751605,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.38251 -72.63837
MAPLE ST/PINE ST/ ROUTE 5 TARGET AREA,123 MAPLE STREET,WHITE RIVER JUNCTION,VT,05001,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:240749",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:13502,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070629042,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6514321 -72.3171982
"WILLJOHN PROPERTIES, LLC",542 MAPLE STREET,WHITE RIVER JUNCTION,VT,05001,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:238635",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:34364,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070556394,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.653767 -72.3249368
SWANTON LOWER DAM,MISSISQUOI RIVER AND DEPOT STREET,SWANTON,VT,05488,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:236099",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:22978,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070209891,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.9201485 -73.1267606
BAY STREET LLC,659 BAY STREET,ST. JOHNSBURY,VT,05819,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:106181",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:33523,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040213514,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.412324 -72.016368
FONDA CONTAINER/SOLO CUP - LOT 2,15 LOWER NEWTON STREET-LOT 2,ST. ALBANS,VT,05478,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:61841",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:3532,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038716351,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.820201 -73.083588
WINDSOR GAS LIGHT COMPANY,22 AND 24 DEPOT AVENUE,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:65102",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:30029,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038717859,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.479782 -72.385292
314 HILL STREET,314 HILL STREET,BARRE,VT,05641,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:244528",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:31040,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071089105,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.1921529891864 -72.4768240249142
47 BRIGHT STREET,47 BRIGHT STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:137003",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:3218,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045012696,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.489027 -73.208715
FORMER LYNDONVILLE RAILYARD - PARCEL IV ROW,CHURCH STREET,LYNDONVILLE,VT,05851,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:113194",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:19021,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060616515,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.537706 -72.001689
133 & 135 MAIN STREET,133 & 135 MAIN STREET,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:14435",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:34722,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060601861,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.478418577161 -72.38719726478
CRAWFORD'S AUTOLAND,89 CRAWFORD AUTOLAND LANE,ROYALTON,VT,05068,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:133386",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:10546,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110008210186,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.8241347 -72.5210508
NEWPORT PLASTICS - NCIC PROPERTY,630 GILMAN RD,LYNDON,VT,05851,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:45901",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:4001,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110008209349,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.547 -72.01
OLD WINDSOR HIGH SCHOOL,29 UNION ST,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:14427",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:34583,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110030965212,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.476464 -72.390887
GODDARD TRUCKING FACILITY,1635 MAIN STREET,CASTLETON,VT,05735,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:64081",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:10088,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038716841,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6072 -73.198656
THOMAS HARRIS PROPERTY,4435 US ROUTE 5 MEMORIAL DRIVE,SUTTON,VT,05867,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:93181",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:16873,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038734938,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.688274 -72.045336
TIP TOP TIRE,1965 HARTFORD AVENUE,HARTFORD,VT,05088,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:17421",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:23353,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038747979,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.67597 -72.30933
WARREN TOWN GARAGE,SCHOOL ROAD,WARREN,VT,05674,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:78321",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:21903,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038760631,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.1116 -72.8532
LAKE CHAMPLAIN HOUSING,300 LAKE STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:12966",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:21431,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039542386,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.475899 -73.213226
MCCLURE MULTI-GENERATIONAL CENTER,241 NORTH WINOOSKI AVENUE,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:12969",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:26151,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039542402,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.475899 -73.213226
WOLCOTT OLD TOWN GARAGE,VT ROUTE 15,WOLCOTT,VT,05680,LAMOILLE,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:98641",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:32093,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040722180,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.5523477 -72.4725654
