Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
FIBERMARK,161 WELLINGTON ROAD,BRATTLEBORO,VT,05301,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:239610",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:29754,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000763148,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.888133 -72.5469172
G H BERLIN LUBRICANTS,492 BAY ST,ST JOHNSBURY,VT,05819,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:106141",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:18853,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012268492,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4144859 -72.015175
PARK STREET SCHOOL,60 PARK STREET,SPRINGFIELD,VT,05156,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:236521",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:34131,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011553666,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.299019 -72.485268
BRYANT GRINDER CORPORATION,257 CLINTON ST,SPRINGFIELD,VT,05156,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:124521",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:13762,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000826820,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.286602 -72.471725
LUCAS INDUSTRIES PROPERTIES,201 CLINTON ST,SPRINGFIELD,VT,05156,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:38863",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:21793,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110015814029,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.28892 -72.4719
LITCHFIELD PROPERTY,134 GRAND AVENUE,SWANTON,VT,05488,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:15265",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:8500,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038698503,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.9111861 -73.111656
SWANTON TOWN GARAGE,23 FOURTH STREET,SWANTON,VT,05488,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:15266",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:2939,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038698512,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.9168 -73.1139
18 CENTRAL STREET,18 CENTRAL STREET,WINDSOR,VT,05089,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:26541",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:26720,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038705407,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.47964 -72.38483
HOUR MART,257-263 WEST STREET,RUTLAND,VT,05701,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:26981",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:7323,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038706184,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6070942 -72.986652
BOARDMAN HILL FARM,399 WEST STREET,RUTLAND,VT,05701,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:26982",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:34985,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038706193,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.605145 -72.999008
DIESEL #1 BUILDING,18 DUFFY HILL ROAD,ENOSBURG FALLS,VT,05450,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:28921",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:10649,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038712747,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.9021013 -72.8066619
JCJ PROPERTY,980 AND 926 ROUTE 103 SOUTH,CHESTER,VT,05143,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:41721",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:30011,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038723673,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.253071 -72.578057
JONES CENTER,280 CLINTON STREET,SPRINGFIELD,VT,05156,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:41723",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:30039,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038723682,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.28532 -72.47205
SACRED HEART SCHOOL,119 CLERMONT TERRACE,NEWPORT,VT,05855,ORLEANS,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:80681",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:15585,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038763111,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.93104 -72.21509
ESTATE BLOCK BUILDING,181 MAIN STREET,NEWPORT,VT,05855,ORLEANS,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:98082",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:5596,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039062420,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.9355199 -72.209694
HARRISON AVENUE APARTMENT HOUSE,19 HARRISON AVENUE,BARTON,VT,05822,ORLEANS,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:94901",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:15601,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039063312,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.7507779 -72.179492
AGWAY,WELLINGTON ROAD,BRATTLEBORO,VT,05301,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:14802",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:18165,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039547210,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.88822 -72.553448
FORMER RALSTON PURINA PLANT,515 BAY STREET,ST. JOHNSBURY,VT,05819,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:106161",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:12374,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040213471,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.413406 -72.014362
36 CONVENT SQUARE,36 CONVENT SQUARE,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:111516",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:26908,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040822205,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.48882 -73.22444
SPRINGFIELD REDEMPTION CENTER,6 CHESTER ROAD,SPRINGFIELD,VT,05156,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:249595",,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043845284,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.3021050101622 -72.4947659915754
33 MAIN STEET,33 MAIN STREET,SAXTONS RIVER,VT,05154,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:136325",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:9487,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044760256,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.1385306353978 -72.5083907893462
ROBERTSON PAPER MILL,21 ISLAND STREET,BELLOWS FALLS,VT,05101,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:159241",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:22531,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055264422,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.135962 -72.4429959
WASHINGTON ELECTRIC COOPERATIVE,110 VT ROUTE 14,EAST MONTPELIER,VT,05651,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:156741",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:27148,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055129953,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.272075 -72.485439
WATKINS SCHOOL,26 WATKINS AVENUE,RUTLAND CITY,VT,05701,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:163645",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:4910,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110057002755,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6069542 -72.9950927
SAGE STREET MILL,29 SAGE STREET,NORTH BENNINGTON,VT,05257,BENNINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:183042",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:26050,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063699065,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.9301011 -73.2394438
THE VAULTS,400 PINE STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:234858",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:27374,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070106123,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4681039 -73.214743
RIGG PROPERTY,435 MAIN ST,WEST RUTLAND,VT,05777,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:235262",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:4116,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070209966,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.5935465 -73.0462637
16-20 PARK STREET,16-20 PARK STREET,SPRINGFIELD,VT,05156,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:237343",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:26408,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070384797,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.2988901683359 -72.4831954705696
16-20 PARK STREET,16-20 PARK STREET,SPRINGFIELD,VT,05156,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:241095",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:17788,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070384797,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.2987789 -72.4830856
10 CHURCH PLACE,10 CHURCH PLACE,BELLOWS FALLS,VT,05101,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:238729",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:3641,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070556406,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.1331526 -72.4511721
AYER AUTO EXPANSION,561 NORTH MAIN STREET,BARRE,VT,05641,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:227382",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:19739,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070523690,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.208717 -72.514191
22 GATES POND ROAD,22 GATES POND ROAD,WHITINGHAM,VT,05432,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:241096",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:26542,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070671411,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.7972029 -72.8208754
EAST CALAIS STORE,4520 VT ROUTE 14,EAST CALAIS,VT,05650,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:244530",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:31039,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071089107,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.3654399944308 -72.4304980004348
599 PORTLAND STREET,599 PORTLAND STREET,SAINT JOHNSBURY,VT,05819,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:242616",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:37752,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071089724,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4211264421489 -72.0038408098851
77 NORTH MAIN STREET,77 NORTH MAIN STREET,RUTLAND,VT,05701,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:244457",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:2432,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071090840,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6139639856359 -72.9735259679023
111 GATES STREET,111 GATES ST,WHITE RIVER JUNCTION,VT,05001,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:249171",,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071090126,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.648188082424 -72.320264105078
HOWARD CENTER FOR ADMINISTRATIVE SERVICES,300 FLYNN AVENUE,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:253210",,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071325687,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4558379819877 -73.2148559639299
TRI PARK,42 VILLAGE DR.,BRATTLEBORO,VT,05301,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:252242",,,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071262552,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.8672760133013 -72.6140549744545
"PS SERVICE STATION, FORMER HESS STATION",3885 VT RT. 313W,ARLINGTON,VT,05250,BENNINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:21221",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:10644,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038696970,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.103444 -73.213788
JACOBS BUILDING,16 ENTERPRISE ALY,BARRE CITY,VT,05641,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:125023",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:27047,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043454918,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.199242 -72.505264
"453 PINE, LLC",453 PINE STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:164801",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:17316,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056253744,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4673331 -73.2150231
VERMONT SALVAGE CORPORATION PROPERTIES,53 STATE STREET,ST. JOHNSBURY,VT,05819,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:152781",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:22616,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056254903,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.42218 -72.000839
14 SPRING STREET,14 SPRING STREET,BRATTLEBORO,VT,05301,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:218082",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:24050,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069992179,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.85164 -72.56214
SARA HOLBROOK COMMUNITY CENTER,56-58 NORTH AVENUE,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:235404",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:20686,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070149262,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4837413 -73.2215419
PROSPECT STREET,34 PROSPECT STREET,HARTFORD,VT,05001,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:96981",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:26942,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039062144,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6514498 -72.3151685
MWT PROPERTY,98 MILL STREET,NORTHFIELD,VT,05663,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:15257",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:15104,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038747416,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.173836 -72.649933
STATE OF VERMONT LAND,TAYLOR STREET,MONTPELIER,VT,05602,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:78302",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:6239,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038760515,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.2594 -72.5902
WARREN DUMP,450 DUMP ROAD,WARREN,VT,05674,WASHINGTON,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:78421",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:31797,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038760668,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.113629 -72.8341488
TWIN STATE,1394 MAPLE ST,WHITE RIVER JUNCTION,VT,05001,WINDSOR,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:12497",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:35258,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039539461,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.660628 -72.338802
200 BRIDGE STREET,200 BRIDGE STREET,SHELDON,VT,05483,FRANKLIN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:236413",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:27489,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070384846,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.8814645 -72.9426795
BAY STREET MUNICIPAL PROPERTY,0 MAIN STREET,ST. JOHNSBURY,VT,05819,CALEDONIA,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:106062",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:20217,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040213391,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.4029244 -72.0199165
22-26 JOHNSON STREET,22-26 JOHNSON STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:111504",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:7851,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040822081,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.482272 -73.216
112-114 ARCHIBALD STREET,112-114 ARCHIBALD STREET,BURLINGTON,VT,05401,CHITTENDEN,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:111512",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:22178,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040822161,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.488 -73.20972
MILL STREET TURNAROUND,80 MILL STREET,ROCKINGHAM (BELLOWS FALLS),VT,05101,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:106001",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:20183,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040316752,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.1296 -72.443367
LIVERY BUILDING,56 ELM STREET,BRATTLEBORO,VT,05301,WINDHAM,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:115281",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:6212,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041720322,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.84946 -72.560716
CASTLETON FREE LIBRARY,638 MAIN STREET,CASTLETON,VT,05735,RUTLAND,,"https://cimc.epa.gov/ords/cimc/f?p=121:31::::31,0:P31_ID:243564",,,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:17848,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071088912,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.6119180049803 -73.1783699585024
